"Data Source","World Development Indicators",

"Last Updated Date","2019-03-21",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Pacific island small states","PSS","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Post-demographic dividend","PST","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","1346187503402.78","1494096384716.2","1729339244469.86","2064093091778.24","2317680692530.88","2655908591687.8","2874725280840.87","3245748695685.93","3865143423970.37","4459127100761.78","4982142662003.14","5020721480958.92","5079256415602.41","5310801171200.53","5486254596618.94","5810675718691.35","7060328817339.77","8177046153529.59","9130964573070","9526387792465.27","10697186969820.5","11284896284776.5","12199146130008.1","12369886421899","13251214132152.3","14572632125544.8","14724583057993.8","14494978870916.3","14659594587768.1","15488588779731.5","15819915555083.4","15864259214977.2","16598619759447.6","18543787088811.5","20454736971012.7","21527210495580","22561981333864.4","24442555549934.3","25920585241853.6","24797299305788.7","25703920415353.7","27583594171874.5","27627228784888.3","27824125819946.9","28330940865030.4","26932038365152.9","27628438454126.6","","",
"French Polynesia","PYF","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2206043983.51648","2608241648.35165","2471428489.01099","2564560357.14286","2595879642.85714","2616758241.75824","2704120879.12088","2707417582.41758","3566758241.75824","3882142857.14286","5540109890.10989","7112362637.36264","9941483516.48352","13661813186.8132","17768131868.1319","18852472527.4725","20232417582.4176","22500824175.8242","25051923076.9231","28942582417.5824","32544230769.2308","36052197802.1978","39006043956.044","41068956043.956","",
"Romania","ROU","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25690909090.9091","17613157894.7368","15756250000","16793026315.7895","19094017522.6586","25889326119.0359","27031787220.24","25863141741.0714","32272307345.6512","25930672405.9219","25568105394.0762","28106087195.8983","31553622749.9622","39405421686.747","52328400281.8887","68965370491.1281","84565717337.1306","118565270885.453","136053158124.578","107075099203.096","106084930299.884","116370432329.594","108964996251.658","116709636707.834","122813298698.197","109850038694.86","117818240047.3","132521850709.439","",
"Russian Federation","RUS","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","302429401993.355","228676431070.718","252561086693.067","243155555555.556","172430992736.077","196844493404.363","200699398408.694","206030568169.232","203781020758.545","221711322385.48","155713549716.641","104894394800.975","119953785993.601","151419266369.558","176768740031.898","218047048090.708","298094411662.617","381563688817.864","482854621014.306","633975481611.208","812122528960.403","668009854948.268","785148133390.85","1026631679616.64","1126459964072.4","1216266556941.43","1102284630337.01","716315187478.359","675692966614.422","826389888726.63","",
"Rwanda","RWA","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","96999946","99599924","106199972","112599962","105999924","120399974","106228554.285714","137690020","154300017","172200038","193399992","195371838.370912","216166338.41811","235575884.750125","267373664.879515","446913752.352962","473857458.281063","530150104.601965","693948667.920468","849226098.070497","1045386043.39334","1106006985.97871","1152675668.38599","1241358681.45637","1286054808.35135","1381514560.26834","1550880242.12561","1780269811.70542","1988280827.28454","2045132202.5228","2133587330.84759","1618202383.74871","1675742185.59848","1661905349.5289","1034500803.63636","1254057403.56996","1303631658.62721","1749358544.32961","1845577894.17769","1568132061.29569","1500899931.79302","1396388963.31965","1402628968.21223","1514216365.5132","1676483983.86697","2060708906.37991","2478699418.8798","2875753946.8512","3882101210.07877","4344837671.06185","4660896892.96177","5280844035.5052","5825561688.51095","5927695024.71251","6239051115.49747","6868728198.79632","6545941163.65609","6936705268.17717","",
"South Asia","SAS","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","42068962917.3663","44251551038.2746","46226059603.0604","51135416625.3931","59110445703.5643","62927933688.0418","51017406496.266","56816428413.1134","56699155632.1293","61434981638.4432","66414500246.5246","71653096526.5348","73867808239.8479","83062550039.5352","100942049458.079","98756541430.5197","100316456268.483","119040818306.642","134270651357.809","149279001380.222","185194411436.814","191946830001.453","196707913182.261","208715353120.214","207120970742.316","219961958335.056","232116527700.861","251693382088.411","266588211190.724","262196186590.269","279317356934.643","247379995462.408","259687650789.204","258345455980.944","289076539523.63","317915296421.941","350496381411.351","365463445040.217","367550933789.003","396257140336.746","410990655650.647","423595021783.877","436715182879.192","500280273799.759","556210846013.354","631789405577.285","717557127083.881","894246693424.503","935267748593.339","1007673369782.06","1210072012162.05","1373858827009.67","1393908640730.57","1451711644257","1597321972520.7","1684187938717.22","1807409971332.03","2051145148682.37","",
"Saudi Arabia","SAU","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","1387827888.88889","1591257200","1748222222.22222","1913390389.58723","2299990349.35341","3058328387.20121","4951830985.91549","7703547873.55015","10818696883.8527","19451079402.0028","25465348864.5723","35182099500.119","41208705323.5939","48959349593.4959","55700367539.8168","58247467438.4949","57101589103.2917","55290999447.8189","47792060491.4934","45702002670.227","47003204272.3632","48903070761.0147","54507610146.8625","58101201602.1362","60555941255.0067","63484379172.2296","64212817089.4526","66830440587.4499","69288651535.3805","69807209612.8171","67044800000","67257600000","68558579440","68763168613.3333","70250692773.3333","73689410400","78627733333.3333","86507966160.4975","98093457943.9252","115860440293.529","139719200000","157817066666.667","170511200000","181802933333.333","209441066666.667","223662666666.667","242628533333.333","263681841626.667","276121752053.333","283638400000","",
"Sudan","SDN","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","998666666.666667","1059000000","1123666666.66667","1174000000","1204666666.66667","1241666666.66667","1163000000","1271000000","1322000000","1386000000","1618000000","1910333333.33333","2078333333.33333","2515000000","3492000000","4308666666.66667","5308666666.66667","6965333333.33333","6251250000","7291000000","6112333333.33333","8194666666.66667","7925222222.22222","7111923076.92308","8713571428.57143","10456666666.6667","11875000000","15672500000","12702380952.381","12841269841.2698","10487704918.0328","8922222222.22222","5646303901.43737","7340866917.76522","10618094267.9558","11785763126.1835","8130959545.89063","10002841023.0374","9591806972.11155","9168093605.22669","8554230126.0112","9638545496.71434","10804526413.7329","12225085945.2832","13523373890.1167","19172447641.7224","24837504766.2906","28811663707.1574","33996223567.1228","37471145426.8955","43790727233.3044","46170274469.3617","49753338958.8581","52334567356.2058","58679347644.1981","72586377666.6667","71420618679.5491","86144714285.7143","",
"Senegal","SEN","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","784165070.777817","833154255.987753","872365305.791092","896659509.507935","950340495.122529","936142087.805121","958321333.938246","938299022.175386","934961960.526691","884953319.50434","860610140.474459","906260304.719286","1055276101.61281","1265724276.4237","1309491738.18138","1844720891.65889","1959337921.31379","1987096957.25344","2304356243.78194","2832342225.2789","3242392547.00564","2886414831.98779","2931010074.0901","2730811907.5204","2665386230.99504","2879462090.83722","4180740595.61731","4819355595.78045","4939475224.42237","4934622841.12548","5731146457.9642","5670763833.14268","6105267456.33979","5961837815.79912","4011023526.27779","4910710576.05313","5143691348.13951","4615595267.45791","4984725030.07873","4934315200.88303","4504801313.7516","4819079438.39239","5400247911.65762","6671872658.0148","7884439271.20371","8556400238.23242","9373384359.352","11529105547.4738","13941816054.8792","12968406528.5249","12711998776.6442","14071257357.1189","13640857252.6316","14470499648.0042","14683965899.0929","12903443151.1059","13605051329.813","14974510995.6354","",
"Singapore","SGP","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","630243041.944336","691591532.732262","720207761.662093","763426107.408859","734711877.695022","768456814.321181","839540049.653731","937181497.45198","1044557689.79485","1130831046.64837","1289559649.81053","1491016594.79943","1675418756.351","2275377777.77778","3157605599.41402","3384710082.48184","3683886475.77278","3799214829.20512","4209354759.36706","5027220756.37643","6007449645.91189","6793246777.50794","7357646613.33838","7774813084.11215","8598248935.16327","8588345600.30003","8674287532.38489","9873335170.3867","11824691358.0247","14009391771.0197","16180331231.0927","19738697539.7974","22667219152.8545","26508788216.3634","31802605735.2363","35996684069.4229","38986312056.7376","39987136314.6552","33719825525.8126","35648613569.3215","39812064965.1972","40617960596.0819","42444320339.551","43906669727.9302","47552242338.1848","49867339581.8313","54799232173.2016","64017450733.1962","73928899568.8741","72109865933.3104","83988632196.553","98941723644.4586","106659038169.161","111623111963.558","115006708231.395","111375618271.749","111516395222.584","115446737634.876","",
"Solomon Islands","SLB","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","624579622.80395","487976576.127585","417539943.366197","452769753.77783","467771883.289125","355974395.44808","249790165.070145","269883896.482157","306418411.931101","339864642.88061","","","","","","","","","","","","",
"Sierra Leone","SLE","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","292116281.250657","286999885.200046","297359881.056048","302813974.457579","275760110.304044","292320116.928047","322320128.928052","322183094.353792","358649420.191763","367003045.292292","425618467.703379","527199559.30276","480033068.545343","550196249.454863","686984260.391198","832379348.515095","998571156.410745","1010697955.31015","1142776409.80099","873746240.711175","893284726.787386","785669434.628975","387658451.404425","502605870.236869","770960195.608046","729072250.179727","510004138.113278","601325504.276028","574229074.889868","664933920.704846","700102266.916652","813989671.610169","873930704.898447","810232297.503821","625076745.970837","631049772.752466","672950623.775154","1034306573.01815","1184999047.16532","1302283317.00669","1314721060.23026","1471731864.8423","1630849115.8338","1932622418.34327","2304188874.19874","2305030650.15581","1964559049.71924","2826997408.74225","3413534754.05001","5300793047.43537","5056833148.04287","4349026102.08826","3630911717.12308","3513839811.07443","",
"El Salvador","SLV","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","689720000","742000000","772160000","815880000","829520000","858120000","904080000","937640000","1071200100","1248000000","1353840000","1621240000","1902160100","2208080100","2387200000","2566839900","2641000000","2606949700","2718688200","2884884700","3086912300","2902126400","3206130100","3391746400","3625923200","4284142505.36042","4604729400","5101060300","5782446500","6579652700","7631606700","8313008100","8744363600","8926617600","9296460900","9934781900","10360492200","10614180400","11145162900","11811369800","12726000000","13946530000","15539000000","16602150000","15491620000","16097790000","17802520000","18614400000","19280830000","19649400000","19949730000","20334500000","20976590000","",
"San Marino","SMR","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8272999979.2572","8621001781.92324","8773000977.34141","8925998068.66683","9158076009.60402","",
"Serbia","SRB","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12619435028.2486","15777374301.676","18254063562.4038","14172359133.8677","14562354757.1067","4952418947.56506","9398553659.41504","12155209066.0778","15575746630.2222","18830161661.077","19877595040.3065","23257448716.0776","30220982490.3556","37058074241.5677","33091939106.7851","30793596718.8523","35830676063.0218","31408797896.6345","34274497439.4925","33434850625.4716","27751397371.9665","27723330508.5736","29786981864.143","",
"Sub-Saharan Africa (excluding high income)","SSA","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","147418022158.236","143491827342.393","148126547746.407","153917935483.632","153900431833.943","162401522642.658","190430726074.707","201063673484.881","195087750984.804","200854372609.048","207914969613.51","213781684030.786","202116743663.71","202648538194.293","235502835401.4","242866983160.491","253794923635.557","249980692527.853","244652936612.138","246711217963.863","246611585568.94","272245153268.706","337120897223.946","410549112997.141","482576546286.773","543969722953.143","673663002575.033","738406250229.401","751226369886.527","874745777700.981","974352900270.568","1015978384528.74","1153999754842.14","1206196092663.92","1161104038636.44","1088669874460.39","1148660519068.28","",
"South Sudan","SSD","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6943459350.9535","10476610169.4915","10587118644.0678","8201016949.15254","6987819714.71589","2049819398.98476","","",
"Sub-Saharan Africa","SSF","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","147505892299.266","143584837123.925","148215479717.187","153992316515.09","153970495890.52","162473470797.561","190526393787.709","201178327339.272","195216134321.314","201070080663.406","208138552201.142","214035346710.419","202395080234.856","202903080207.05","235785180915.496","243100701242.56","254108394127.315","250321791989.393","244984305352.884","246961342731.557","246886834868.383","272458539745.59","337395067120.787","410882999768.58","482969010720.165","544412116539.701","674037305889.508","738951906074.311","751668465667.146","875223964266.889","974919163931.357","1016586447013.99","1154603781257.98","1206935716304.63","1161822649596.7","1089405227114.5","1149436409586.45","",
"Small states","SST","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33103150900.4046","38493366877.9756","41539613481.9619","44228889210.2165","43565646405.3215","45427245233.2644","52747675607.2484","55754972798.7809","57879376694.1143","59947182752.7346","61595029405.6054","62198856866.8551","62970058721.8259","67250467703.9216","78246442528.0983","92028672782.8346","105332534843.467","117600320178.354","138503361020.077","156535950661.284","147283146538.129","156807275015.755","175061547078.734","179103012866.166","190212616183.821","197607409738.336","191641651008.104","198728812344.884","215125569050.363","",
"Sao Tome and Principe","STP","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Suriname","SUR","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1046032729.52582","1081238615.66485","1418214936.24772","1423315118.39709","1569170248.41553","","","","","","","","",
"Slovak Republic","SVK","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6730854748.60335","7152902336.50637","7583594643.55027","8939720426.32935","10373391624.1547","13158461437.9085","14536918884.6641","14621514670.8961","16217137263.676","16962795653.1004","16193124193.8456","17440689932.8859","19964101261.0578","26278182844.2438","32543564688.3536","35446178336.0279","39745479864.5088","47830524226.663","56709236853.6693","53544606835.232","51779273402.1568","56129974442.2777","53442028720.9021","55518385764.67","56184192758.8493","47957551402.016","48959253497.5371","52389668816.7057","",
"Slovenia","SVN","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9509684322.0339","7139546086.95652","7093911556.60377","7616840846.56085","8378474232.55814","12585215729.8827","12602457684.136","11929944927.9712","12622157963.0698","13067449307.8444","11522367628.0672","11639842349.4571","12957143541.1471","16359883026.7268","18674173019.432","19473819798.5325","20360063480.1154","24600568573.775","28465406913.7249","27478973881.6338","26907610926.2876","28730948854.972","26351925112.5393","26674617377.3315","27152641789.7341","23037202738.1501","23871891736.0311","25742596335.0164","",
"Sweden","SWE","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","18685353243.6403","20316317427.1835","24067886128.8426","28958479564.0327","32488186759.472","39602258080.0539","43658000298.4458","46517529833.0953","51136018523.8464","59585623894.9406","67350942996.9737","62746971955.603","56238414478.0823","49979367492.2722","50611733987.7657","53338476121.2938","70871292675.0519","88065891489.4959","99443363085.912","101977813522.778","121336446002.568","131510753154.196","137594624763.9","105366677801.475","111285121824.78","125286052738.564","136926781986.281","125425480359.926","124999559742.89","126964804415.182","121691515138.286","111072891152.182","122641648950.92","153546492215.228","175018029909.238","178834620171.013","188213385378.548","216342102148.31","229294503193.701","202564347121.691","226796325922.829","260704350937.316","253140072612.377","270082077421.788","264718833194.744","223964036468.185","227721898818.324","237108667402.372","",
"Eswatini","SWZ","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","19039619.2076158","23659526.8094638","23099538.0092398","25759484.8103038","30099398.0120398","36119277.6144477","52498950.0209996","56978860.4227915","49279014.4197116","63418731.6253675","61598768.0246395","74524608.5011186","74411343.8272408","87463976.945245","74466519.4996321","139012846.517917","138224471.021159","168813247.470101","176287948.482061","296032311.712996","368387262.455059","451220903.696942","419372812.672684","431114801.184813","389214058.157663","321970174.0969","318808533.916849","385450638.506876","431166703.320871","428008350.173485","896772658.756232","934838880.237569","1100403716.69004","1132243871.83646","1057223386.27915","1397859198.80897","1394985602.30735","1319487109.375","1227465947.9406","1236385956.29757","1321228508.02617","1160016110.85944","1068000654.60548","1582876915.14535","2066967521.20874","2409464846.75986","2467940220.03987","2573218298.46425","2488472062.17014","2708656100.64081","3607782098.56308","3845521422.37402","3813974543.23995","3484134198.50649","3281054649.99493","2928096395.45729","2835634357.57988","3447640995.06517","",
"Sint Maarten (Dutch part)","SXM","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","26998672.3103251","25970174.6425779","28090749.570007","59627486.1329187","65128794.8224139","78813287.5812165","83112787.0351086","79643696.6708475","67092923.3245092","63341587.6281986","65114710.3063747","86267728.7687743","103054356.776468","115025255.133744","191703048.586258","198703041.990434","225580351.041606","247823989.192319","226472566.161636","250782250.782251","205678182.659611","278733859.896942","304346173.58089","295591951.333645","220643512.198537","243882338.881776","184127135.036496","237348695.539467","","","440060148.19646","381280685.260629","546144736.285581","448570525.8672","487661379.870399","566513205.71844","608266860.839722","604593256.693577","740573670.017161","719547391.171274","736433987.276296","777031235.116976","",
"Syrian Arab Republic","SYR","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","666011829.835942","723547836.648693","780744269.735895","919793811.885565","1042683787.85514","1104897081.2508","1047027715.4216","1189133778.98554","1240615679.00573","1613133701.71709","1536117636.03466","1849530967.36648","2050833797.58019","2246982687.72393","3425321413.30815","4457635591.16591","4750426986.84441","5095366709.00091","6286444917.67357","6742917865.3573","8539625071.89837","11188032173.3268","10476513008.8792","11718349102.6036","10901942729.0358","10489563689.8262","8792637554.10722","8607076267.53177","8530358899.72753","7058147227.1255","8458211305.18823","9661791666.66667","9778708666.31912","10062827184.9653","6977300000","7547764471.05788","9775009980.03992","10138794056.4202","10263316323.0769","11160193798.4496","12245359110.3203","12818801942.6553","12850155740.1383","13200528347.8968","16040336633.6634","19025249042.1456","21948504398.827","23873247897.477","","","","","","","","","","","",
"Turks and Caicos Islands","TCA","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","214356765.694924","228304058.140209","258446416.488605","257156868.5967","278080690.745038","293642669.455469","288383248.007967","279612358.463264","280812189.916974","278717991.298612","283227681.284998","295920201.33062","347722119.127614","395631757.863065","394343182.172234","557655960.5592","590450587.401969","654468758.27242","769909439.621205","","","837235813.759495","780373059.227489","777921250.060877","838115584.847676","1007174356.1253","1037378323.65154","1072108460.03339","1343726199.8289","1288139955.47971","1697349639.56264","1740419766.4077","1751433567.26578","1354304708.31953","1109500694.06833","1316241823.07306","1333196755.60119","1334659654.9348","1574704916.57115","1431141633.79482","1202214053.47341","1491406056.16213","2645711803.87272","2022130151.17164","3115104003.18162","4322357598.8766","5490739599.00943","5823285034.13965","6910418220.82052","6385695792.10579","6979214378.01473","8262767321.28034","8121259062.05567","8850063557.60667","9511420236.03653","8025615781.05992","7606095728.18723","7996878857.83514","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","44129641274.9513","48398215044.4944","47389482984.7656","48287563954.6233","51207241110.0525","55020804236.0667","59318102262.7548","63275516187.3888","65077546205.9026","69157611723.0836","71918836822.3108","74939394140.4241","86176821116.658","107077106539.058","122212309783.266","135595317146.373","142486036492.754","159591330469.731","152507817871.696","174165455259.312","207243364029.875","232379185496.362","247469028594.357","249597896003.177","263469918117.816","287223972312.906","282189806174.178","266046271471.391","302198181958.029","340104133305.351","366320771974.803","390681686835.593","423539864237.647","449938565201.869","539384637361.378","675006458236.631","783566900967.299","795791926627.251","708677485705.909","805767608474.698","874200403154.056","918260739290.227","1018796222227.33","1118890396751.65","1247235923685.88","1411931247857.62","1639832848469.57","2009422151220.74","2471839177938.75","2662083430633.33","3156382053367.17","3883125074914.07","4380891406412.54","4832588830118.55","5248851361446.16","5550435202534.92","5766462579964.57","6140360402343.37","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","539343697276.979","629090927193.142","588957055003.709","483643547013.57","542879288765.191","500022401272.714","551262108338.81","572347839662.017","603263595475.761","598193735156.805","516940122665.669","534225921999.991","541448315828.438","615442972251.071","753177086977.942","960706835385.293","1183680313967.76","1388838737259.62","1774127779461.3","2181331082335.39","1816062015336.16","2072354632984.74","2456679710160.19","2580380831230.13","2792193539196.03","2635402531243.77","2055968963672.24","1988793444268.64","2194404821900.93","",
"Togo","TGO","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","94376590.723061","91875224.7104197","99720055.4744037","113979101.807063","113245305.011036","122276583.494144","140417722.925581","154806754.772035","159265955.52597","170746871.256644","148030328.531048","158215187.584096","195301749.887711","243096478.429641","181654529.388084","376040202.899592","321581215.356319","457498116.85703","341227685.161345","463279378.304789","619084818.411243","614209272.388369","559331956.204126","485742652.191484","512178896.673286","602386563.104462","799062311.095479","920619928.155173","1095524526.92345","1067377090.81551","1157646576.42119","1176980348.2297","1373549727.64551","1037913051.01733","741958858.417445","1004566836.43582","1173396108.78573","1337733206.33221","1370161342.84191","1372342450.88226","1126349762.48507","1180343411.70348","1299490321.78737","1520264183.27726","1812921342.23813","1898330852.61459","1958839675.67946","1578011287.86722","2842131117.92111","2735479162.56783","2848872963.00858","3209377616.65862","2967131421.62287","3246603918.71104","3633813092.24032","3298207032.04585","3643719766.43831","3782959919.22962","",
"Thailand","THA","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","1856688289.00282","2017817118.10964","2239080459.77011","2394815170.42727","2577548076.92308","2816057692.30769","3204951923.07692","3616875000","3888605769.23077","4158846153.84615","4961057692.30769","5039567307.69231","5654086538.46154","7273077748.93127","9331733341.18606","10367971421.9821","11650187989.2746","13326650359.5571","15488859712.5309","17827992693.0442","21174864722.3145","22750132903.1548","23260377128.7951","26067712749.075","26605455299.2039","24204404449.3702","26456771956.2415","30364657035.7815","34988989440.1417","40096607267.9169","48268785054.0345","54006066591.4221","61042948649.8085","66970133809.3809","76467435387.674","86841566593.8865","94645479763.4033","79596738967.5523","58742027205.4237","67373597399.8842","68420838755.6779","67369367503.978","74748499188.7822","84715725835.6113","96605200087.5134","105715301553.203","120749986801.119","138172065750.821","156296073940.438","149491772103.903","177973281322.489","196389214114.005","210534438328.223","219581950139.947","213469510280.236","204760348870.143","205698314842.307","222098922209.324","",
"Tajikistan","TJK","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","209324278.778217","345068704.45317","684581948.224369","534409475.465313","499072381.291126","1077774916.30183","860397479.398934","647305302.701922","886518843.267853","1036141963.02594","1300058796.62899","1738427874.09527","2047423474.29892","2433300994.42154","4183587509.07771","5758008569.67966","5178989547.8794","6259419958.89473","7225933798.96751","8769022943.62243","9852441123.37853","9401328580.68697","7534519965.60173","6305754431.6398","5897399908.76873","",
"Turkmenistan","TKM","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","1212306586.27496","1449732273.52501","1610886544.5806","1594769820.65855","1413738506.6844","","1040704701.73115","","","","1813570923.02206","1991776506.44484","1856519658.62838","1059640327.14623","1849802450.98039","2039260084.82099","3397569229.22117","4248683927.74433","3775589156.07985","3315891224.01848","4569062804.87805","7188377366.57577","2880850035.08772","1139269649.12281","2278300210.52632","5302031894.73684","","","","","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","56752390910.014","59246750907.369","69682347112.4545","70257363873.6579","78293717191.9594","81604672935.5588","89577429593.8482","92807694839.4957","100635772408.311","110353222317.63","119733390330.023","134916405586.979","151543879114.089","195903191498.197","251748849477.151","259327102181.251","291545249925.595","320441187012.658","362941692139.826","435521947427.671","523285656251.869","612406992788.412","564813243768.018","477939027463.064","484110436179.189","481233015528.475","487570994583.566","492327312412.467","556706191309.765","582897323840.916","727116086422.421","934388714079.099","912843227616.552","1010648310221.02","1148270812148.92","1213960375805.32","1330134927344.39","1452751007614.59","1457484063091.83","1312715603765.87","1448235383867.03","1420615780441.17","1250130400571.84","1274052799197.2","1430706282705.63","1733368643216.13","2001749180326.14","2360706914291.98","2754419223301.86","2632571781535.57","3213697699065.61","3661791825324.9","3750793095041.52","3904787509290.01","4057251784276.04","3500283843310.78","3406531113292.32","3766530143558.74","",
"Timor-Leste","TLS","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","321300000","392400000","418600000","412100000","429500000","425100000","389600000","460900000","477500000","542000000","629500000","684700000","796800000","902800000","941100000","945600000","1005000000","","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","182574549494.889","185814643145.582","209104917966.099","236620922656.354","250708452139.748","264566001214.997","264584141087.784","261883567909.988","270645900435.404","258160928069.346","273975436484.23","304792633204.935","340558915306.827","391492911928.826","484444800282.091","577015805029.527","648742763136.122","715374467956.043","811570456259.64","936314764571.629","910016622087.959","943709101412.775","921314275958.267","948947374158.699","899992583094.823","",
