"Data Source","World Development Indicators",

"Last Updated Date","2019-03-21",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Early-demographic dividend","EAR","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","111657695029.019","112334162406","114624235106.321","121362426880.932","139091272505.474","149162634879.755","144472497405.686","151569797840.069","161483199242.505","178800832026.784","187529362154.169","203592882907.79","221781982558.129","272801124374.812","353772793416.899","379918227506.745","400380211240.173","457544331620.777","523487363054.578","623814884206.722","767075765116.583","879861178041.801","861507858223.504","879375702354.208","896843053277.756","921520327130.542","948815084787.567","945806682586.978","1020513813086.47","1027107407163.82","1190264575084.46","1278141994182.21","1422688371833.91","1538436604102.36","1605110904542.74","1622785043589.8","1753267974214.74","1875944791785.69","1879247395626.42","1986434881561.07","2098134227514.63","2099572104180.93","2025670737092.47","2220966571285.18","2500725509792.05","2847857908510.57","3206263235897.88","3808887461112.01","4242013715749.77","4179341623721.24","4955276541719.35","5537159931030.12","5867074933692.35","6080841747027.77","6381400718428.76","6370782470135.93","6521813886450.56","6962039975275.86","",
"East Asia & Pacific","EAS","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","210601005166.073","234231789429.641","290607763540.075","378316313764.789","441238674689.39","497655844233.488","550071662676.493","651134897789.174","816410261006.423","893305982106.317","972798934508.474","1078389928822.18","1076045456610.48","1141678104877.78","1200232067826.56","1257709868393.48","1624835967860.53","1889681846920.87","2250441192500","2360131622481.88","2468496146748.61","2767322211096.46","3047821677991.21","3437763570458.26","3893799755837.36","4426494078127.22","4264737665915.93","4071202707249.75","3635817088170.07","4145025520161.64","4454606596629.67","4174202653286.78","4256390914449.21","4621690969129.34","5095610986172.75","5383666844549.42","5600397855293.35","6109046998015.72","6989355517282.82","7214882300656.77","8217882701723.6","9498710402735.15","10176016648582.6","10129267815353.8","10357372225173.2","10223553377568.7","10664469286838.1","","",
"Europe & Central Asia (excluding high income)","ECA","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","528283358014.007","442666271438.971","516326299060.582","483386428528.673","396950380143.348","445568107706.494","410393322708.438","452448305813.071","459529968359.205","489144576696.076","474433655609.056","396346675073.873","411162257621.879","403749949669.373","466224939797.756","590558704212.335","772024714845.583","964070284277.366","1145892336116.77","1480548780480.84","1810564826889.42","1508648350536.7","1742141716125.75","2094528988813.44","2238624018991.74","2437917144827.42","2274203265424.77","1748422438310.81","1683218604469","1854163897768.2","",
"Europe & Central Asia","ECS","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","583147747946.929","660034404328.201","791780390821.93","997717643930.47","1133405088307.42","1348343666570","1394406929726.3","1579261037713.57","1918589553039.51","2351408372883.89","2684248489852.01","2410950767736.55","2326858889945.99","2254134816704.28","2152195904206.27","2222518326984.62","3015385170131.25","3750551084742.28","4142251456516.75","4137841532766.09","5078720497792.52","5240445354848.21","5623224855342.86","5225316674156.27","5469491476270.57","6211887551728.37","6374926857857.79","6075893318834.58","6243404307678.78","6184106356756.78","5796810262479.72","5843484580503.4","6376237121347.22","7761867949908.93","9003926255379.73","9573570512220.82","10226227741229.9","11827630317378","12979136333763.4","11672300508954.4","11836477426276.4","12993532713425.8","12582002663261.5","13162219092052.1","13268461381922.7","11376224488681.9","11306770097548.6","11871269291949.3","",
"Ecuador","ECU","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","1368324229.56005","1157966150.62684","1009286338.82042","1221414143.78865","1514286137.22993","1611551513.33343","1678521616.1219","1826797693.74247","1996565073.4336","2268128249.9579","2127285735.69026","2071127815.8298","2251263165.51102","2624960300.96987","3657258143.26356","4774273595.79088","5518431315.23527","6222605868.34905","6849406331.41903","8312459660.66294","10203644218.8928","12864070520.8449","12755334397.0966","10926685816.1128","10709772836.707","10742359457.4295","9597169499.17112","9247222748.69682","8126762644.94148","8859022661.10283","9553836727.17354","10951392696.3482","11567676838.4192","13525682841.4207","16117491745.8729","17664731365.6828","17723025512.7564","19817376688.3442","20293185592.7964","12779283641.8209","11836164082.041","17739886000","20799900000","23267775000","25787308000","28435896000","30880890000","33201278000","37991263000","38913285000","44012105000","48657155000","53008272000","56941887000","60012296000","60991910000","59889692000","62477987000","",
"Egypt, Arab Rep.","EGY","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","3319790301.44168","3591625296.78394","3865103936.31137","4182242990.65421","4462953995.15738","5358201456.92037","5797755674.57281","6292657704.23992","6770843860.53562","6173072927.48805","7689390618.14993","8746573982.12513","9377828451.14892","9863553668.89024","12269714285.7143","15848611111.1111","13967567567.5676","17838669950.7389","20023282887.078","22253278864.7603","25232959899.487","26473339569.6913","28201098350.3535","24758659852.3566","27932672862.4535","30910722296.9942","27318045862.4128","30391478349.833","34513805522.2089","38701067615.6584","44795045709.2303","52034198113.2076","60530973451.3274","65053128689.4923","68062518431.1413","75737560546.015","73489384866.6304","64804080686.2972","60559715573.917","56505986905.1681","64170677680.9953","75884389844.9599","94460600539.5746","117745454545.455","143813012257.924","163231986067.774","178339673304.99","225490032529.819","233099618403.5","253403141361.257","274242073594.075","276624764994.286","207416501614.347","",
"Euro area","EMU","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","362437864545.485","411118415019.412","496711193145.649","639728052475.428","725697977859.979","864534809277.233","900202263192.039","1026401985225.13","1242682977464.53","1513704738389.54","1715524582885.99","1508101192537","1461504981513.74","1421794729281.8","1355795171050.15","1391075593056.52","1927335278415.08","2396499550112.13","2605618151853.89","2663890472480.14","3322525635304.87","3457291090742.12","3836829735710.36","3518399995617.84","3700840127596.92","4243266860751.49","4317231837692.51","3927471465921.88","4024475207855.26","4013092853579.47","3661847650082.04","3712850291270.71","4015025232093.24","4974872035505.2","5678837999959.12","5912253136882.5","6224598017508.87","7077527489189.71","7807617461373.79","7273266861661.29","7097904128268.05","7619937970435.81","7089792732730.34","7357334963648.58","7450042128233.94","6360981217443.96","6493628952666.75","6823324327869.3","",
"Eritrea","ERI","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","495952697.837802","436261760.881206","530665584.415584","545296875","636855601.176711","652036833.844914","601187098.439262","428050327.502883","506797028.571429","545755603.696008","611333223.481538","765627580.541725","1077404184.95014","1023745157.1132","1112583362.60163","1116425008.13008","1140436943.08943","1662473378.86179","1807450302.43902","2027246900.81301","","","","","","","",
"Spain","ESP","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","26141116234.8467","29817854610.7784","37576512037.2767","49740795259.8515","62149156331.122","73447728695.6522","77449458592.39","85684629791.8949","102030986111.111","137527341844.323","151978655836.621","133329178590.737","128207338936.847","110708882250.58","109018979610.847","114013332485.323","156520219318.047","198498403314.917","231320479217.255","256144266900.914","328288535096.311","352657296877.502","389712976434.26","323834613413.518","326113003726.245","373560181478.516","387588335741.495","354550000000","368801648290.456","377885148092.904","355435784042.749","370629082774.049","412539055147.751","522620767494.357","619723118947.107","667434398706.629","724141262075.022","842923624418.286","927991797275.524","840991942206.168","819494254440.536","860305109186.353","785499198361.911","794628830696.993","807556293446.228","694647340786.022","713157022406.547","756975379949.4","",
"Estonia","EST","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2162202699.12675","2234812784.48446","2328177340.67663","2713698660.42398","2903693868.34987","3230804205.13962","3242951554.51448","3110733345.61872","3420974039.92481","4087074408.96675","5458059394.76061","6733301242.23602","7688625046.63599","9267260569.56467","11867127155.7624","13081230994.5803","10490755348.708","10183238335.3296","11715102180.3461","11743430478.4316","12929224704.021","13424784352.1258","11718260949.5358","12315017697.6434","13291264905.2297","",
"Ethiopia","ETH","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23144446011.1663","31384316099.6813","35005734129.5578","39047861935.9168","45927403188.557","48419275236.7014","51174450855.7108","",
"European Union","EUU","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","495878191308.986","561363975379.073","672484123496.345","845015321047.189","953519470991.758","1133223845096.09","1167784453713.08","1322497508933.02","1605419475906.53","1971826593328.93","2271447847222.85","2031964655151.87","1958319960954.82","1892783867553.65","1806423214597.46","1865445065088.71","2541265789117.32","3153480023889.66","3498299716950.7","3565258453292.71","4396850111510.52","4566252415217.55","5010098293191.06","4582281765551.95","4843917444341.99","5508716436119.38","5664399027405.91","5363802984705.04","5548880655299.76","5560658838593.25","5177199789406.75","5229526766512.51","5677060587961.66","6898729367552.46","7939312678791.87","8315340749888.49","8789369867768.62","10050518444308.4","10843624382082.6","9824842866588.96","9717567106537.28","10455529721355.1","9906196675163.96","10273902677590.1","10546648301183.1","9215981313681.4","9222064594316.11","9616106186331.18","",
"Fragile and conflict affected situations","FCS","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","176639942922.029","205010983124.455","234182189266.925","280666668831.108","333042234909.914","376529796165.985","409565141183.007","446782083960.475","504904527132.673","561094362692.574","596048137299.188","590526391560.707","598384910878.584","635264913718.326","",
"Finland","FIN","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","6170907701.01925","6724173202.61438","7974328219.09951","10283235101.9138","12677767291.6338","15568292225.6344","16993258655.1777","18015518223.4027","19487549025.2708","23447172950.6946","27824354478.8014","27160374758.8867","27853706673.2453","26796541417.5918","27381282152.7503","29086722947.0453","38345062162.7962","47753280129.8526","55383084577.1144","59800471109.8794","70777484061.5767","67929716218.2032","60761879479.6921","48051420838.9716","54272054638.5885","68366013071.8954","68068858400.2071","63519642652.6171","65740987983.9786","66017472831.8773","60013819789.9392","61540044742.7293","67514586862.4129","85243792325.0564","97480754904.3953","101823156323.84","108305106009.284","124626334519.573","140764611102.973","132275632120.033","131850427895.239","147035834477.228","140188740858.121","147746987200.065","150763388653.746","128558584710.343","131706165301.287","137499836149.341","",
"Fiji","FJI","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","78453595.2650799","90039037.904546","91676111.3209923","81475884.6492885","88276035.7637577","113713638.080846","110593860.090589","114633843.093373","112790564.525364","125800548.94785","142840765.791585","172220273.588215","218734852.157053","329010324.8552","415094339.622642","465385205.012775","483123315.138688","461085785.916721","541096008.502598","621754337.680986","716748410.757946","772408261.174819","734126984.126984","735693117.010816","733512100.498799","726421723.300971","803248389.089946","771766219.149449","764175277.913724","858693453.785478","974204875.4136","998915695.310382","1050299401.1976","1056362692.95628","1157571204.15272","1173504942.04651","1249127057.64983","1230518805.84609","894050734.85001","968927701.056052","959128065.395095","921022577.527892","972380995.930312","1182825192.53086","1338141950.37507","2199646658.78179","2452619165.89649","2633801403.46519","2893199221.93637","","","2551416462.1905","2663780099.4469","2766753557.07614","2881000317.89764","2673960717.00992","2877739055.71204","","",
"France","FRA","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","80562182591.2366","90112465964.2477","110230169050.715","141551266941.662","154058919803.601","196848707358.115","203258672493.854","223281626103.236","274087209302.326","333283996299.722","383908723998.758","345938442969.222","330196626409.821","314432395214.735","297771522930.271","313161045408.089","432472772042.807","529574375204.627","566671071467.9","566736582356.57","700662570774.605","698822229973.259","772365551425.031","732410238591.615","766717863894.14","875966618478.118","885145531478.395","786507080242.751","811048476762.286","800253569145.536","733671457527.179","744953914988.814","806513269339.356","998357787810.384","1143621802830.89","1194580276085.06","1257522268222.31","1437985217629.35","1589523949025.93","1489776326757.43","1462834758499.08","1573272724876.64","1468558906208.59","1535851952522","1549002771314.27","1317759874351.15","1340416940155.16","1396436332291.78","",
"Faroe Islands","FRO","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","568588825.2149","608210773.773688","558077965.137138","588624020.762243","654489720.952031","817584285.866084","947906060.656641","1023862328.86992","1114885316.47272","1288829288.90277","1372864400.46292","1286724244.0635","1206948667.34233","1385437815.48606","1299611566.68105","1357833449.06789","","","","","",
"Micronesia, Fed. Sts.","FSM","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","89400000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","118667321.770736","134734846.774997","143634768.792846","330208801.485144","381380265.28898","506735711.322565","495081629.200414","660209243.453386","871238087.041614","1027634544.46765","1118896712.63267","1032637176.76576","989329927.016904","1011635683.99235","1063721042.36421","1078878163.19092","1612158482.62932","1693637525.93937","1832812706.29658","2299313219.05254","2960720723.58842","2403422604.33899","2774987983.76074","2118311907.66987","1803136594.30477","2047468247.91986","2229200762.22885","1792770016.72522","2089555451.81827","1995162896.94105","1630607648.03548","1810157310.97343","1981573002.24021","2424539354.16069","2726129920.83058","2876795772.10451","3107989613.87871","3672284414.44306","4199577360.96469","4229599630.48483","4399846393.43236","5014653539.84955","5056161611.20536","5678892340.09392","6270201285.15518","5440151119.9181","5667302293.96491","5952537939.53766","",
"United Kingdom","GBR","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","86677534197.2642","98548581893.4047","114523932567.433","128598827290.544","141649460495.559","164911724115.044","155813128661.276","172711891679.749","218752689741.131","286649661584.075","365078441552.405","351385647909.968","334860541229.909","318993922843.717","301206964618.25","318293094455.852","403429338024.04","495086105409.381","609045443792.245","614673625654.45","728524746448.864","768930782186.949","806332083187.083","735666132123.575","790171325681.053","858800694334.859","910783151326.053","1020509168303.86","1087330241801.92","1119029283287.49","1102495082463.31","1091040737008.78","1186443345323.74","1353564081632.65","1591418894177.96","1661874545454.55","1757609935602.58","1999191676670.67","1900354779411.76","1575849820844.37","1600622774979.61","1709634971623.07","1749201906794.89","1802773283766.15","1975457418732.2","1892125207284.11","1744962006694.54","1724050863212.24","",
"Georgia","GEO","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5220691257.6257","4172185430.46358","3133811526.09448","3052335398.59018","3491298742.49635","2744510776.10255","3259475573.89307","3581801387.28324","3039729909.12535","2272352442.5215","2767410026.29785","2558593342.98119","2642417361.20599","2933575976.3852","3622658437.15191","4295383391.03144","6037413554.55392","7406974405.41012","9973267280.12939","8797350011.94576","8746993531.11637","10706656661.0277","11567060335.2608","11538453615.4124","11726279398.2152","9540177352.3439","9290716375.85507","9412109585.40004","",
"Ghana","GHA","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","886658934.664582","1033735061.26771","1061749561.57307","1173807562.7945","1259251788.72584","1587021442.29853","1682270743.33675","1349888245.05235","1209980673.64742","1462958804.76658","1647299458.4503","1870841366.18795","1580280263.38004","1849295774.64789","2263975155.2795","2060106382.97872","2190677966.1017","2467714285.71429","3100523560.20942","3341025641.02564","3729564315.3527","3682150948.71215","3623716153.12792","3684898507.82852","3908855185.90998","3782146343.2991","4761389668.47748","4336680272.10884","4411649705.42365","4440198309.72903","5018567482.78478","5488269021.73913","5556627002.28833","4743277349.76888","4019327405.85774","4935183486.23853","5182990825.68807","5748688476.5625","5941631920.41523","6615837959.48987","4199378968.61809","4425089627.25115","5098566506.81474","6217276534.37933","7150688604.78043","8688635109.78705","17085415275.5046","22875826240.3764","26881376878.722","23121561825.6672","30119993640.8106","33957234554.8353","35110905334.6698","45925566450.0281","37200591764.9493","34341177508.1788","36852179139.5979","41424529605.1119","",
"Gibraltar","GIB","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","1357653598.0084","1447184144.11618","1810508274.38229","1697970268.60708","1783609663.73826","2047708979.97082","2343197560.97561","2345646258.5034","2512332684.8249","2751118514.82752","2974613959.46215","2833490287.77504","2857229616.30346","2685512434.10883","2302743727.86756","2199136147.08902","2352709754.32897","2392952565.15214","2695294610.84707","2167641419.10401","3835990871.57077","5893766234.88","6178390074.43133","6281142763.78297","5480756700.36226","5544493610.29588","6102990496.90452","7129991480.3071","7267278820.54122","7543994524.78678","7298431029.52782","7670573843.33573","",
"Gambia, The","GMB","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","94262320.1046664","122700628.086494","145207265.409871","151771063.33527","112669631.192845","131666302.686176","114719927.234139","72417064.2560197","178394386.091066","138173285.198556","156724598.552527","197101007.691849","214317738.277335","239681431.653763","569012687.361876","568939510.100386","672568002.282103","702464954.392703","657189516.255776","792575531.784592","664629105.311661","742982674.220857","710940842.993919","703655298.883293","558207105.155796","511842477.582866","425338255.551077","481624676.574504","543679280.080069","531625567.863976","689083269.677647","878727762.657486","789309565.9876","838027827.359703","776019367.649305","703682215.66164","","","","","","",
"Guinea-Bissau","GNB","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","60369865.5060086","63222899.9954841","75197199.9946288","79820000","91050164.4736842","89881610.718792","91594086.0150822","97705673.5877097","103890489.913545","104896253.782773","","108764545.454545","125379928.136566","127802402.041027","117325603.669906","150431246.87735","116651493.436445","141983569.416545","138782349.089332","185622088.009422","211958046.602072","221668915.88184","199431374.184912","203568710.986408","209608351.492332","240677826.248179","247976893.368988","235920303.342954","208081610.904484","202839550.358284","326931858.125053","340882455.287137","355673706.814549","395070676.666891","470808015.676393","525017292.988903","553701450.266509","630376847.718223","789676415.844118","800015635.989439","851869711.292873","951994178.645171","927515502.898867","974879508.339406","905322762.6589","893613008.211183","1026811692.82313","1137137007.2837","",
"Equatorial Guinea","GNQ","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1148532786.53249","2028210134.40492","2561650045.44442","3168660576.37103","3456464111.72878","3815297298.27955","4341896692.93895","4508252353.30309","5665703181.92859","6037733483.00517","5132123706.25049","5371152589.62692","5717914324.23527","",
"Greece","GRC","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","8012815909.09091","8688713636.36364","9613870454.54546","11997530494.8216","14640700000","16605204038.2572","17688343283.5821","21529866790.0093","26376923005.5659","32118018399.264","34337373301.3589","32304297047.9705","33543947448.9796","31006523219.8142","28999113663.8452","28461170984.456","33859242940.6037","42144439355.8128","49096877972.6159","51738979018.0445","65181054815.1333","69811167507.9454","78968319628.173","74361868162.9013","79502347752.809","93067744815.414","99128462061.1552","95494903656.5581","96769902109.9966","95125495418.7087","87050726828.8189","90098984608.5011","101753432712.215","130780426297.968","153981759374.224","163925533018.281","175455875047.046","206490026142.896","238814963820.126","224837630452.904","207673976743.72","201121648968.463","171744510628.573","169755967372.548","166426230866.357","136380914216.347","134659062724.7","138941508357.967","",
"Grenada","GRD","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","697238793.509115","859307973.494016","880104720.772399","917804533.530638","1034020978.37868","1127812322.2377","1100113786.86415","1081150761.89968","1177212360.53421","1104151920.58697","1124405747.55622","1179652561.24722","1002541654.89975","1054250783.60592","","",
"Guatemala","GTM","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","876000000","914200000","984700000","1066900000","1078100000","1093900000","1138800000","1200800000","1278400000","1378800000","1493300000","1588000000","1682000000","2033600000","2469900000","2874800100","3396000000","4126500100","4674900000","5431499800","6216999900","7022000100","7149000200","7501000200","7851700200","8028608782.6087","5865935844.74886","5995680160","6598855343.51145","7044495276.98864","6397617258.90588","7891452365.3284","8820430936.44838","9663761685.06228","11175508537.3487","12545945220.8034","13637989476.622","15469832132.1965","16487631161.6414","15511121010.6563","16186704825.3298","15600664978.4949","17289542024.6497","18522887530.2237","20494655785.566","23871263731.5134","26531133270.197","29773478594.6073","34938821942.0892","32422348832.9351","35588319247.4279","40656742107.0208","43305249183.0065","46597469707.7691","50411065983.808","54196536774.3115","58534322820.0371","65259039997.8225","",
"Guam","GUM","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217000000","2105000000","2235000000","2425000000","2444000000","2536000000","2753000000","2813000000","2816000000","2905000000","3153000000","3146000000","3194000000","3181000000","3256000000","3380000000","",
"Guyana","GUY","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","116607361.60532","120807326.605612","117074024.38313","95199206.6732777","129323922.300648","138941176.470588","151176470.588235","152294117.647059","136550000","148350000","162850000","168150000","176809523.809524","198714285.714286","237272727.272727","234291666.666667","269480000","273080000","284760000","276800000","334120000","359107142.857143","320733333.333333","343500000","269921052.631579","271860441.860465","178116279.069767","186836744.897959","227800010","260110286.764706","287139243.037975","220599202.146691","205366956.834532","277452500.768049","380037808.387563","389580107.746479","409298985.042735","452413024.487188","463664565.935198","445118379.981798","471505079.756619","478415611.08003","475838699.289329","452141731.694573","463824734.314133","605513445.90369","1184685690.42247","1538088911.75394","1789484915.77753","1692703970.58102","1987472690.9512","2337598585.90562","2587421080.03443","2785819085.93329","2545672043.77639","2504552230.02421","2171354360.29056","2396351821.79177","",
"High income","HIC","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","1396893442694.24","1549505242770.82","1790369478340.68","2147929525439.06","2420653606314.66","2744160012130.5","2970094011022.52","3365556838777.93","4001094675893.24","4634452207985.56","5192859898145.21","5253681821047.7","5315690938124.58","5548889962207.4","5725950494836.75","6058758330169.44","7334044103130.86","8488212581922.22","9488486809303.82","9874970078140.71","11138052288785.7","11818826161688.6","12825048221827","12992848358279.6","13937407953227.1","15310072296316.8","15525130733122.1","15332762827795.5","15508015411964.3","16355639909045","16715473489930.9","16745632169640.3","17376079817525.9","19396177592393.5","21437169229153.5","22619535501880","23761530116939.6","25828449536698.6","27536351795019.3","26276888949046.5","27339078598551.6","29399699009709.5","29459434940946.4","29741448925269.5","30324636736692.2","28917909211782.7","29635138851815.2","","",
"Hong Kong SAR, China","HKG","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","933506626.081146","1069453209.10205","1195293069.52745","1319462489.32774","1456067411.55945","1543106457.24258","1747703143.25064","1863592866.46368","1950830717.6546","2202474727.58304","2517395094.83","2963143149.5244","3616832701.10256","5268823472.2627","6121313299.94435","6578051548.06289","7531805578.2091","9646289146.28914","11823558297.9269","13642832870.2501","17329434697.8558","18557243304.1705","19766388243.6284","19180752078.4011","20374520337.6823","21939210350.67","24844617021.0039","28975545952.3229","33798616448.8855","38305491096.0397","44199080849.3158","52620058678.1964","61519391261.6593","70440301980.454","81380880906.7854","89921145841.4126","98290084429.1015","108386096795.443","103755697003.344","99864776023.2034","100667804702.742","100989126532.287","96526561438.1515","92844429033.7494","99055341551.1043","104361925089.684","111832307731.919","125922013997.488","131823342066.061","130758662504.193","140327704268.136","157297276464.543","169533417564.85","182189014956.163","193803020337.628","205512397120.669","212522577071.229","228733639583.226","",
"Honduras","HND","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","257350000","270350000","286750000","311650000","349550000","380900000","412800000","432550000","470550000","483650000","533800000","524500000","570000000","653500000","766000000","873000000","975000000","1150000000","","","","","","","","","","","","","","","","","","","","","","","5025788748.06018","5484605112.67435","5699311980.44893","6012282981.65817","6486114505.76548","7286169977.57635","8421543895.0555","9548496617.98172","11020409986.3898","11457795936.5126","12373340178.1414","13749787229.5436","14566561721.2417","15156609576.5901","15871111915.8344","16260922661.9033","16820582439.238","17847865423.9987","",
"Heavily indebted poor countries (HIPC)","HPC","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","77331254552.4397","73046228650.3152","76306872218.1038","81638346750.722","95558030358.015","107032874958.13","106213760523.643","103474107648.378","107772210807.627","107951937825.409","102321524245.953","105623372308.317","92389944728.8375","106490358802.346","110197835529.393","115260743989.108","120329653497.235","119223143612.822","126859699552.033","118021497315.499","130255200436.436","146485987491.585","165793767653.761","190556522336.218","222841467502.496","266064097922.088","318668572244.239","321790605173.563","348549145317.794","381131163953.276","411103212323.79","452861491969.705","470168474156.795","477267938373.327","483903157193.971","519626163812.15","",
"Croatia","HRV","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14887382163.6126","15136763566.0225","15632597875.0257","15893100179.6063","14330435633.3512","13404454809.7869","14492305264.5733","16965691409.969","21167207763.8286","24975044861.6695","27199583082.4536","29582776497.3308","35214896231.0855","40967567084.6924","36604716368.321","35157042600.9442","37168943658.9526","33981865968.8172","34863995085.0928","33880375436.2215","28561694306.7821","29455332735.3788","31652913001.9454","",
"Haiti","HTI","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2320403400","2356297400","2917725600","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hungary","HUN","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19091003797.4175","22369635651.1028","23986869331.5436","25094586797.0172","25058007408.7214","24759480552.1508","24347301664.1219","25276781853.8752","26642921780.6092","25697025152.8107","29004364937.3882","36890286442.4678","48004210306.6917","57165608362.7873","61900166597.7729","61573083321.4506","76039608813.1406","84702570922.7584","70038494289.6101","68770113772.527","74313023799.4579","68864980286.9041","70729730213.0133","70533484282.8583","60720775419.9744","62764371218.49","68967533098.5061","",
